@RELATION CHUNKER

@ATTRIBUTE	IS_OF	{no-of,yes-of}
@ATTRIBUTE	IS_THE	{yes-the,no-the}
@ATTRIBUTE	IS_PP	{no-pp,yes-pp}
@ATTRIBUTE	IS_PW	{no-pw,yes-pw}
@ATTRIBUTE	IS_STOP	{no-stop,yes-stop}
@ATTRIBUTE	IS_THAT	{yes-that,no-that}


@DATA
no-of yes-the no-pp no-pw yes-stop no-that 
no-of no-the no-pp no-pw yes-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
no-of no-the yes-pp no-pw no-stop no-that 
no-of no-the yes-pp no-pw yes-stop no-that 
no-of yes-the no-pp no-pw yes-stop no-that 
no-of no-the no-pp no-pw yes-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
no-of yes-the no-pp no-pw yes-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
no-of no-the yes-pp no-pw yes-stop no-that 
no-of no-the no-pp yes-pw no-stop no-that 
yes-of no-the no-pp no-pw yes-stop no-that 
no-of yes-the no-pp no-pw yes-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
no-of yes-the no-pp no-pw yes-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
no-of no-the yes-pp no-pw yes-stop no-that 
no-of yes-the no-pp no-pw yes-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
no-of no-the no-pp no-pw yes-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
no-of no-the yes-pp no-pw yes-stop no-that 
no-of yes-the no-pp no-pw yes-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
no-of no-the yes-pp no-pw yes-stop no-that 
no-of yes-the no-pp no-pw yes-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
no-of no-the yes-pp no-pw yes-stop no-that 
no-of yes-the no-pp no-pw yes-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
no-of yes-the no-pp no-pw yes-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
no-of no-the yes-pp no-pw no-stop no-that 
no-of yes-the no-pp no-pw yes-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
no-of yes-the no-pp no-pw yes-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
no-of no-the yes-pp no-pw yes-stop no-that 
no-of yes-the no-pp no-pw yes-stop no-that 
no-of no-the no-pp yes-pw yes-stop no-that 
yes-of no-the no-pp no-pw yes-stop no-that 
no-of yes-the no-pp no-pw yes-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
no-of yes-the no-pp no-pw yes-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
no-of no-the yes-pp no-pw yes-stop no-that 
no-of yes-the no-pp no-pw yes-stop no-that 
no-of no-the no-pp yes-pw yes-stop no-that 
no-of no-the no-pp yes-pw yes-stop no-that 
yes-of no-the no-pp no-pw yes-stop no-that 
no-of yes-the no-pp no-pw yes-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
no-of yes-the no-pp no-pw yes-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
no-of no-the yes-pp no-pw yes-stop no-that 
no-of yes-the no-pp no-pw yes-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
yes-of no-the no-pp no-pw yes-stop no-that 
no-of yes-the no-pp no-pw yes-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
no-of yes-the no-pp no-pw yes-stop no-that 
no-of no-the no-pp no-pw no-stop no-that 
